mapbox-id,sgi_id,name,min_lng,min_lat,max_lng,max_lat,slope_deg,aspect_deg
385,A54e-05,Chli Gletscherli (Innertkirchen),8.413266778635533,46.76662376253866,8.41944033649608,46.773667518261895,25.5,199
386,A54e-06,Wendengletscher,8.425015568478154,46.75263186564559,8.447532346608156,46.7698423747441,18.78,258
387,A54e-07,Uratgletscher,8.414068671016219,46.747899320444276,8.435795339129282,46.75295932139585,27.82,295
388,A54e-09,Obertalgletscher W,8.429632403718157,46.74689549291096,8.435561631588264,46.7499788326473,23.95,198
389,A54e-10,Obertalgletscher E,8.435348440889651,46.745453806998526,8.442300235742367,46.75268445004808,26.1,190
390,A54e-12,Steigletscher,8.41054063987166,46.68560556943705,8.455115137852284,46.71737907030913,20.13,342
391,A54e-13,Steilimigletscher,8.388881718760459,46.69048080805863,8.41392998264828,46.70999402790609,28.67,10
392,A54e-14,Giglistock,8.38685238910641,46.70635310457543,8.391836027417504,46.709782654097005,20.13,96
393,A54e-15,Taleggligletscher,8.384013236877895,46.71007714970765,8.39510262652356,46.714758314651895,27.74,29
394,A54e-16,Gigligletscher,8.37586900976349,46.71096310842823,8.382696135753708,46.71667063982276,29.56,8
395,A54e-17,Hinder Gadenlauiegg,8.368376686126537,46.712812228703214,8.372990100915962,46.71480674119281,30.03,323
396,A54e-19,Vorder Tierberg (Innertkirchen),8.378900780909113,46.68781990267914,8.401650223559948,46.69918937702562,25.43,261
397,A54e-20,Mittler Tierberg (Innertkirchen),8.377502383868617,46.68401018788079,8.397970077814676,46.688471341133194,30.9,290
398,A54e-21,Maasplanggstock N,8.381142663523498,46.6800095112783,8.388489974803644,46.68406348928096,31.34,258
399,A54e-22,Maasplanggstock S,8.389873119524061,46.670987107548555,8.39374149431322,46.67235760878171,32.95,265
400,A54e-23,Wysse Nollen,8.401527470363387,46.65302920937974,8.41052415267384,46.65778304726605,24.64,303
401,A54e-24,Triftgletscher,8.33097325737496,46.63321978005148,8.407235697174748,46.685028755465204,19.97,352
402,A54e-25,Schafegg S,8.331028496837044,46.67152737139295,8.346620609301919,46.67649207632333,34.55,36
403,A54e-26,Trifttelti,8.314245860501384,46.68988288559249,8.31899766986747,46.69146399611832,24.73,100
404,A54e-27,Tobigergletscher,8.313990189479373,46.69486404304002,8.319628096073618,46.697937997542624,32.38,52
405,A54e-29,Chli Titlis,8.427292662351487,46.76947670856613,8.430515789047039,46.7709844158706,37.61,170
406,A54e-30,Uratstock,8.431538053420697,46.752098923414465,8.43653133993612,46.75452214145387,30.3,259
407,A54e-33,Üsseri Gadenlauiegg,8.364889667484343,46.71286337514847,8.369221412473557,46.71456260726525,25.75,328
408,A54e-34,Drosistock,8.372102675882864,46.710849406817395,8.37365919282831,46.712223419055064,12.85,331
409,A54e-35,Drosigletscherli S,8.381909660584402,46.69971605813581,8.387298768751986,46.70306877975164,26.07,290
410,A54e-36,Drosigletscherli N,8.37684598331406,46.707878434521504,8.382065227127894,46.710869106202075,17.69,89
411,A54e-40,Schönhubel S,8.33016201479035,46.691616809163506,8.335196889541054,46.693069309875135,35.32,34
412,A54e-41,Schoenhubel W,8.323051154023842,46.69360536771242,8.32785628957153,46.696105704365024,29.71,27
413,A54e-42,Mährenhorn,8.303788725232993,46.69355563106069,8.309121047235347,46.69719099979906,29.71,353
414,A54e-44,Schattmige Stock,8.423431688606549,46.75269102318792,8.4319861324572,46.75684737688353,33.92,317
415,A54e-45,,8.393296361267494,46.6834682511705,8.39598752305025,46.68489474059097,48.32,335
416,A54f-02,Gummigletscher,8.322543099679947,46.667204407253124,8.325904647592575,46.669533935958064,32.27,273
417,A54f-03,Homadgletscher,8.333183042080655,46.657106621038075,8.341047690019073,46.660226498598476,31.09,273
418,A54f-05,Diechtergletscher N,8.340133170933546,46.6506429841909,8.348143396159623,46.65812856812283,21.15,166
419,A54f-06,Diechtergletscher S,8.348839362564114,46.63022877229608,8.363293702527843,46.64375290128334,28.85,259
420,A54f-07,Alpligletscher,8.356737156486021,46.625439912787556,8.37557271661207,46.63874516162406,24.93,224
421,A54f-09,Gelmergletscher N,8.362007760158386,46.60761054345922,8.370341498072936,46.615614847027125,28.95,293
422,A54f-10,Gelmergletscher S,8.347827207885242,46.60338326265876,8.363730025591511,46.60740460496033,30.06,321
423,A54f-11,Gärstengletscher,8.352858557119871,46.587060168293235,8.362439932398518,46.60232392850682,30.84,267
424,A54f-14,Diechtergletscher zentral,8.352554649201535,46.64252075990554,8.360303278378986,46.65142027502171,37.06,266
425,A54g-02,Löffelhorn,8.231113928358026,46.52685544905829,8.239420239264653,46.53089300828816,26.46,347
426,A54g-03,Oberaargletscher,8.173963729988975,46.52118583606876,8.233782825925012,46.54338964265656,20.53,59
